,Reporting starts,Reporting ends,Campaign name,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install (GBP),Cost per mobile app action (GBP),Desktop app installs,Desktop app engagement,Cost per desktop app install (GBP),Cost per desktop app engagement (GBP),Post reactions,Post comments,Post shares
983,2015-06-13,2015-06-13,Campaign65,inactive,1.0,,2.51,,,,,,,,
984,2015-06-12,2015-06-12,Campaign61,inactive,1.0,,3.42,,,,,,,,
985,2015-06-12,2015-06-12,Campaign69,inactive,,,,,,,,,,,
986,2015-06-12,2015-06-12,Campaign68,inactive,,,,,,,,,,,
987,2015-06-12,2015-06-12,Campaign58,inactive,,,,,,,,,,,
988,2015-06-12,2015-06-12,Campaign63,inactive,,,,,,,,,,,
989,2015-06-12,2015-06-12,Campaign59,inactive,,,,,,,,,,,
990,2015-06-12,2015-06-12,Campaign65,inactive,,,,,,,,,,,
991,2015-06-11,2015-06-11,Campaign65,inactive,,,,,,,,,,,
992,2015-06-11,2015-06-11,Campaign63,inactive,,,,,,,,,,,
993,2015-06-11,2015-06-11,Campaign58,inactive,,,,,,,,,,,
994,2015-06-11,2015-06-11,Campaign61,inactive,,,,,,,,,,,
995,2015-06-11,2015-06-11,Campaign62,inactive,,,,,,,,,,,
996,2015-06-11,2015-06-11,Campaign59,inactive,,,,,,,,,,,
997,2015-06-11,2015-06-11,Campaign64,inactive,,,,,,,,,,,
998,2015-06-11,2015-06-11,Campaign69,inactive,2.0,,2.05,,,,,,,,
999,2015-06-11,2015-06-11,Campaign68,inactive,,,,,,,,,,,
1000,2015-06-11,2015-06-11,Campaign66,inactive,,,,,,,,,,,
1001,2015-06-10,2015-06-10,Campaign65,inactive,,,,,,,,,,,
1002,2015-06-10,2015-06-10,Campaign69,inactive,,,,,,,,,,,
1003,2015-06-10,2015-06-10,Campaign67,inactive,,,,,,,,,,,
1004,2015-06-10,2015-06-10,Campaign66,inactive,,,,,,,,,,,
1005,2015-06-10,2015-06-10,Campaign64,inactive,,,,,,,,,,,
1006,2015-06-10,2015-06-10,Campaign58,inactive,,,,,,,,,,,
1007,2015-06-10,2015-06-10,Campaign61,inactive,,,,,,,,,,,
1008,2015-06-10,2015-06-10,Campaign62,inactive,,,,,,,,,,,
1009,2015-06-10,2015-06-10,Campaign68,inactive,,,,,,,,,,,
1010,2015-06-10,2015-06-10,Campaign59,inactive,,,,,,,,,,,
1011,2015-06-10,2015-06-10,Campaign63,inactive,,,,,,,,,,,
1012,2015-06-09,2015-06-09,Campaign68,inactive,,,,,,,,,,,
1013,2015-06-09,2015-06-09,Campaign58,inactive,,,,,,,,,,,
1014,2015-06-09,2015-06-09,Campaign69,inactive,1.0,,1.28,,,,,,,,
1015,2015-06-09,2015-06-09,Campaign66,inactive,,,,,,,,,,,
1016,2015-06-09,2015-06-09,Campaign63,inactive,,,,,,,,,,,
1017,2015-06-09,2015-06-09,Campaign65,inactive,1.0,,2.46,,,,,,,,
1018,2015-06-09,2015-06-09,Campaign64,inactive,,,,,,,,,,,
1019,2015-06-09,2015-06-09,Campaign62,inactive,,,,,,,,,,,
1020,2015-06-08,2015-06-08,Campaign67,inactive,,,,,,,,,,,
1021,2015-06-08,2015-06-08,Campaign65,inactive,1.0,,2.46,,,,,,,,
1022,2015-06-08,2015-06-08,Campaign64,inactive,,,,,,,,,,,
1023,2015-06-08,2015-06-08,Campaign63,inactive,1.0,,1.73,,,,,,,,
1024,2015-06-08,2015-06-08,Campaign66,inactive,,,,,,,,,,,
1025,2015-06-07,2015-06-07,Campaign67,inactive,,,,,,,,,,,
1026,2015-06-07,2015-06-07,Campaign63,inactive,,,,,,,,,,,
1027,2015-06-07,2015-06-07,Campaign70,inactive,,,,,,,,,,,
1028,2015-06-07,2015-06-07,Campaign64,inactive,,,,,,,,,,,
1029,2015-06-07,2015-06-07,Campaign66,inactive,,,,,,,,,,,
1030,2015-06-07,2015-06-07,Campaign65,inactive,,,,,,,,,,,
1031,2015-06-06,2015-06-06,Campaign64,inactive,,,,,,,,,,,
1032,2015-06-06,2015-06-06,Campaign63,inactive,1.0,,2.34,,,,,,,,
1033,2015-06-06,2015-06-06,Campaign67,inactive,,,,,,,,,,,
1034,2015-06-06,2015-06-06,Campaign65,inactive,,,,,,,,,,,
1035,2015-06-06,2015-06-06,Campaign66,inactive,,,,,,,,,,,
1036,2015-06-06,2015-06-06,Campaign70,inactive,,,,,,,,,,,
1037,2015-06-05,2015-06-05,Campaign64,inactive,,,,,,,,,,,
1038,2015-06-05,2015-06-05,Campaign65,inactive,,,,,,,,,,,
1039,2015-06-05,2015-06-05,Campaign70,inactive,,,,,,,,,,,
1040,2015-06-05,2015-06-05,Campaign66,inactive,,,,,,,,,,,
1041,2015-06-05,2015-06-05,Campaign67,inactive,,,,,,,,,,,
1042,2015-06-05,2015-06-05,Campaign63,inactive,,,,,,,,,,,
1043,2015-06-04,2015-06-04,Campaign66,inactive,1.0,,2.42,,,,,,,,
1044,2015-06-04,2015-06-04,Campaign67,inactive,,,,,,,,,,,
1045,2015-06-04,2015-06-04,Campaign70,inactive,,,,,,,,,,,
1046,2015-06-04,2015-06-04,Campaign65,inactive,,,,,,,,,,,
1047,2015-06-04,2015-06-04,Campaign63,inactive,2.0,,1.235,,,,,,,,
1048,2015-06-04,2015-06-04,Campaign58,inactive,,,,,,,,,,,
1049,2015-06-04,2015-06-04,Campaign64,inactive,,,,,,,,,,,
1050,2015-06-03,2015-06-03,Campaign67,inactive,,,,,,,,,,,
1051,2015-06-03,2015-06-03,Campaign66,inactive,,,,,,,,,,,
1052,2015-06-03,2015-06-03,Campaign65,inactive,,,,,,,,,,,
1053,2015-06-03,2015-06-03,Campaign64,inactive,,,,,,,,,,,
1054,2015-06-03,2015-06-03,Campaign63,inactive,3.0,,0.80333333333333,,,,,,,,
1055,2015-06-02,2015-06-02,Campaign63,inactive,8.0,,1.50375,,,,,,,,
1056,2015-06-02,2015-06-02,Campaign66,inactive,2.0,,2.41,,,,,,,,
1057,2015-06-02,2015-06-02,Campaign65,inactive,1.0,,2.62,,,,,,1.0,,
1058,2015-06-02,2015-06-02,Campaign64,inactive,,,,,,,,,,,
1059,2015-05-17,2015-05-17,Campaign60,inactive,,,,,,,,,,,
1060,2015-05-14,2015-05-14,Campaign60,inactive,,,,,,,,,,,
1061,2015-05-11,2015-05-11,Campaign60,inactive,,,,,,,,,,,
1062,2015-05-05,2015-05-05,Campaign60,inactive,,,,,,,,,,,
1063,2015-07-09,2015-07-09,Campaign71,inactive,,,,,,,,,,,
1064,2015-07-08,2015-07-08,Campaign71,inactive,,,,,,,,,,,
1065,2015-07-07,2015-07-07,Campaign71,inactive,,,,,,,,,,,
1066,2015-07-06,2015-07-06,Campaign71,inactive,,,,,,,,,,,
1067,2015-07-05,2015-07-05,Campaign71,inactive,,,,,,,,,,,
1068,2015-07-04,2015-07-04,Campaign71,inactive,,,,,,,,,,,
1069,2015-07-03,2015-07-03,Campaign71,inactive,,,,,,,,,,,
1070,2015-07-02,2015-07-02,Campaign71,inactive,,,,,,,,,,,
1071,2015-07-01,2015-07-01,Campaign71,inactive,,,,,,,,,,,
1072,2015-06-30,2015-06-30,Campaign71,inactive,1.0,,1.94,,,,,,,,
1073,2015-06-29,2015-06-29,Campaign71,inactive,1.0,,2.29,,,,,,,,
1074,2015-06-28,2015-06-28,Campaign71,inactive,,,,,,,,,,,
1075,2015-06-23,2015-06-23,Campaign71,inactive,,,,,,,,,,,
1076,2015-06-22,2015-06-22,Campaign71,inactive,,,,,,,,,,,
1077,2015-06-21,2015-06-21,Campaign71,inactive,,,,,,,,,,,
1078,2015-06-20,2015-06-20,Campaign71,inactive,1.0,,1.0,,,,,,,,
1079,2015-06-19,2015-06-19,Campaign71,inactive,,,,,,,,,,,
1080,2015-06-18,2015-06-18,Campaign71,inactive,,,,,,,,,,,
1081,2015-06-17,2015-06-17,Campaign71,inactive,,,,,,,,,,,
1082,2015-06-16,2015-06-16,Campaign71,inactive,,,,,,,,,,,
1083,2015-06-15,2015-06-15,Campaign71,inactive,,,,,,,,,,,
1084,2015-06-14,2015-06-14,Campaign71,inactive,,,,,,,,,,,
1085,2015-06-13,2015-06-13,Campaign71,inactive,,,,,,,,,,,
1086,2015-06-12,2015-06-12,Campaign71,inactive,,,,,,,,,,,
1087,2015-06-11,2015-06-11,Campaign71,inactive,,,,,,,,,,,
1088,2015-05-19,2015-05-19,Campaign71,inactive,3.0,,0.99,,,,,,,,
1089,2015-05-18,2015-05-18,Campaign71,inactive,8.0,,1.25,,,,,,,,
1090,2015-05-17,2015-05-17,Campaign71,inactive,5.0,,1.6,,,,,,5.0,,2.0
1091,2015-05-16,2015-05-16,Campaign71,inactive,,,,,,,,,,,
1092,2015-05-15,2015-05-15,Campaign71,inactive,,,,,,,,,,,
1093,2015-05-14,2015-05-14,Campaign71,inactive,6.0,,1.2816666666667,,,,,,,,
1094,2015-05-13,2015-05-13,Campaign71,inactive,,,,,,,,,4.0,,1.0
1095,2015-05-12,2015-05-12,Campaign71,inactive,9.0,,1.1111111111111,,,,,,,,
1096,2015-05-11,2015-05-11,Campaign71,inactive,2.0,,1.0,,,,,,4.0,,1.0
1097,2015-05-10,2015-05-10,Campaign71,inactive,7.0,,1.4285714285714,,,,,,,1.0,1.0
1098,2015-05-09,2015-05-09,Campaign71,inactive,8.0,,1.25,,,,,,5.0,,2.0
1099,2015-05-08,2015-05-08,Campaign71,inactive,11.0,,0.9090909090909101,,,,,,,,
1100,2015-05-07,2015-05-07,Campaign71,inactive,2.0,,1.935,,,,,,,,
1101,2015-05-06,2015-05-06,Campaign71,inactive,5.0,,1.8,,,,,,,,
1102,2015-05-05,2015-05-05,Campaign71,inactive,3.0,,0.33333333333333,,,,,,,,
1103,2015-05-04,2015-05-04,Campaign71,inactive,5.0,,1.344,,,,,,1.0,,
1104,2015-05-03,2015-05-03,Campaign71,inactive,4.0,,1.09,,,,,,,,
1105,2015-05-02,2015-05-02,Campaign71,inactive,2.0,,1.0,,,,,,,,
1106,2015-05-01,2015-05-01,Campaign71,inactive,2.0,,1.0,,,,,,,,
1107,2015-04-30,2015-04-30,Campaign71,inactive,3.0,,1.37,,,,,,,,
1108,2015-04-29,2015-04-29,Campaign71,inactive,,,,,,,,,,,
1109,2015-04-28,2015-04-28,Campaign71,inactive,,,,,,,,,,,
1110,2015-04-27,2015-04-27,Campaign71,inactive,1.0,,0.0,,,,,,,,
1111,2015-04-26,2015-04-26,Campaign71,inactive,,,,,,,,,,,
1112,2015-04-25,2015-04-25,Campaign71,inactive,,,,,,,,,,,
1113,2015-04-24,2015-04-24,Campaign71,inactive,,,,,,,,,,,
1114,2015-04-23,2015-04-23,Campaign71,inactive,,,,,,,,,,,
1115,2015-04-22,2015-04-22,Campaign71,inactive,,,,,,,,,,,
1116,2015-04-21,2015-04-21,Campaign71,inactive,,,,,,,,,,,
1117,2015-10-14,2015-10-14,Campaign72,inactive,11.0,,0.79,,,,,,1.0,,
1118,2015-10-13,2015-10-13,Campaign72,inactive,26.0,,0.9030769230769201,,,,,,3.0,,
1119,2015-10-12,2015-10-12,Campaign72,inactive,54.0,,0.61111111111111,,,,,,4.0,,
1120,2015-10-11,2015-10-11,Campaign72,inactive,45.0,,0.7273333333333301,,,,,,5.0,,
1121,2015-10-10,2015-10-10,Campaign72,inactive,47.0,,0.69744680851064,,,,,,2.0,,1.0
1122,2015-10-09,2015-10-09,Campaign72,inactive,35.0,,0.92657142857143,,,,,,5.0,,
1123,2015-10-08,2015-10-08,Campaign72,inactive,53.0,,0.6211320754717,,,,,,6.0,,
1124,2015-10-07,2015-10-07,Campaign72,inactive,67.0,,0.49,,,,,,9.0,,1.0
1125,2015-10-06,2015-10-06,Campaign72,inactive,57.0,,0.5766666666666701,,,,,,5.0,,2.0
1126,2015-10-05,2015-10-05,Campaign72,inactive,59.0,,0.55016949152542,,,,,,6.0,,
1127,2015-10-04,2015-10-04,Campaign72,inactive,22.0,,1.5,,,,,,4.0,,
1128,2015-10-03,2015-10-03,Campaign72,inactive,10.0,,3.2489999999999997,,,,,,1.0,,
1129,2015-10-02,2015-10-02,Campaign72,inactive,21.0,,1.5495238095238,,,,,,2.0,,
1130,2015-10-01,2015-10-01,Campaign72,inactive,13.0,,2.5384615384615,,,,,,2.0,,
1131,2015-09-30,2015-09-30,Campaign72,inactive,35.0,,0.53514285714286,,,,,,,,
1132,2015-09-29,2015-09-29,Campaign72,inactive,3.0,,2.53,,,,,,,,
1133,2015-07-10,2015-07-10,Campaign73,inactive,,,,,,,,,,,
1134,2015-07-10,2015-07-10,Campaign72,inactive,1.0,,3.13,,,,,,,,
1135,2015-07-09,2015-07-09,Campaign73,inactive,,,,,,,,,,,
1136,2015-07-09,2015-07-09,Campaign72,inactive,1.0,,0.0,,,,,,,,
1137,2015-07-08,2015-07-08,Campaign72,inactive,1.0,,2.44,,,,,,,,
1138,2015-07-08,2015-07-08,Campaign73,inactive,,,,,,,,,,,
1139,2015-07-07,2015-07-07,Campaign73,inactive,,,,,,,,,,,
1140,2015-07-07,2015-07-07,Campaign72,inactive,1.0,,0.0,,,,,,,,
1141,2015-07-06,2015-07-06,Campaign73,inactive,,,,,,,,,,,
1142,2015-07-06,2015-07-06,Campaign72,inactive,,,,,,,,,,,
1143,2015-07-05,2015-07-05,Campaign72,inactive,1.0,,2.83,,,,,,,,
1144,2015-07-05,2015-07-05,Campaign73,inactive,1.0,,0.0,,,,,,,,
1145,2015-07-04,2015-07-04,Campaign72,inactive,,,,,,,,,,,
1146,2015-07-04,2015-07-04,Campaign73,inactive,,,,,,,,,,,
1147,2015-07-03,2015-07-03,Campaign72,inactive,2.0,,2.515,,,,,,,,
1148,2015-07-03,2015-07-03,Campaign73,inactive,,,,,,,,,,,
1149,2015-07-02,2015-07-02,Campaign72,inactive,1.0,,1.0,,,,,,,,
1150,2015-07-02,2015-07-02,Campaign73,inactive,,,,,,,,,,,
1151,2015-07-01,2015-07-01,Campaign72,inactive,,,,,,,,,,,
1152,2015-07-01,2015-07-01,Campaign73,inactive,,,,,,,,,,,
1153,2015-06-30,2015-06-30,Campaign72,inactive,2.0,,3.09,,,,,,2.0,,
1154,2015-06-30,2015-06-30,Campaign73,inactive,,,,,,,,,,,
1155,2015-06-29,2015-06-29,Campaign73,inactive,,,,,,,,,,,
1156,2015-06-29,2015-06-29,Campaign72,inactive,1.0,,0.0,,,,,,,,
1157,2015-06-28,2015-06-28,Campaign73,inactive,,,,,,,,,,,
1158,2015-06-28,2015-06-28,Campaign72,inactive,,,,,,,,,,,
1159,2015-06-23,2015-06-23,Campaign73,inactive,,,,,,,,,,,
1160,2015-06-23,2015-06-23,Campaign72,inactive,,,,,,,,,,,
1161,2015-06-22,2015-06-22,Campaign73,inactive,,,,,,,,,,,
1162,2015-06-22,2015-06-22,Campaign72,inactive,,,,,,,,,,,
1163,2015-06-21,2015-06-21,Campaign73,inactive,1.0,,1.85,,,,,,,,
1164,2015-06-21,2015-06-21,Campaign72,inactive,2.0,,1.525,,,,,,,,
1165,2015-06-20,2015-06-20,Campaign73,inactive,,,,,,,,,,,
1166,2015-06-20,2015-06-20,Campaign72,inactive,,,,,,,,,,,
1167,2015-06-19,2015-06-19,Campaign72,inactive,1.0,,1.82,,,,,,,,
1168,2015-06-19,2015-06-19,Campaign73,inactive,,,,,,,,,,,
1169,2015-06-18,2015-06-18,Campaign72,inactive,,,,,,,,,,,
1170,2015-06-18,2015-06-18,Campaign73,inactive,1.0,,3.01,,,,,,,,
1171,2015-06-17,2015-06-17,Campaign72,inactive,,,,,,,,,,,
1172,2015-06-17,2015-06-17,Campaign73,inactive,4.0,,2.9525,,,,,,,,
1173,2015-06-16,2015-06-16,Campaign72,inactive,,,,,,,,,,,
1174,2015-06-16,2015-06-16,Campaign73,inactive,2.0,,2.98,,,,,,,,
1175,2015-06-15,2015-06-15,Campaign72,inactive,1.0,,0.2,,,,,,,,
1176,2015-06-15,2015-06-15,Campaign73,inactive,1.0,,3.09,,,,,,,,
1177,2015-06-14,2015-06-14,Campaign73,inactive,6.0,,2.7233333333333,,,,,,3.0,,
1178,2015-06-14,2015-06-14,Campaign72,inactive,2.0,,1.38,,,,,,,,
1179,2015-06-13,2015-06-13,Campaign72,inactive,1.0,,3.03,,,,,,,,
1180,2015-06-13,2015-06-13,Campaign73,inactive,2.0,,2.625,,,,,,,,
1181,2015-06-12,2015-06-12,Campaign72,inactive,,,,,,,,,,,
1182,2015-06-12,2015-06-12,Campaign73,inactive,1.0,,0.28,,,,,,,,
1183,2015-06-11,2015-06-11,Campaign72,inactive,3.0,,1.4733333333333,,,,,,,,
1184,2015-06-11,2015-06-11,Campaign73,inactive,2.0,,2.34,,,,,,1.0,,
1185,2015-06-10,2015-06-10,Campaign73,inactive,3.0,,5.773333333333301,,,,,,2.0,,
1186,2015-06-09,2015-06-09,Campaign73,inactive,2.0,,2.225,,,,,,,,
1187,2015-06-08,2015-06-08,Campaign73,inactive,6.0,,0.58,,,,,,3.0,1.0,
1188,2015-06-07,2015-06-07,Campaign73,inactive,7.0,,1.5857142857143,,,,,,,,
1189,2015-06-06,2015-06-06,Campaign73,inactive,6.0,,2.1033333333333,,,,,,1.0,,
1190,2015-06-05,2015-06-05,Campaign73,inactive,2.0,,0.0,,,,,,,,
1191,2015-06-04,2015-06-04,Campaign73,inactive,4.0,,2.185,,,,,,,,
1192,2015-06-03,2015-06-03,Campaign73,inactive,1.0,,2.63,,,,,,,,
1193,2015-06-02,2015-06-02,Campaign73,inactive,6.0,,0.98,,,,,,2.0,,
1194,2015-06-01,2015-06-01,Campaign73,inactive,9.0,,1.1111111111111,,,,,,,,
1195,2015-05-31,2015-05-31,Campaign73,inactive,13.0,,1.3461538461538003,,,,,,1.0,,1.0
1196,2015-05-30,2015-05-30,Campaign73,inactive,12.0,,0.91666666666667,,,,,,2.0,,
1197,2015-05-29,2015-05-29,Campaign73,inactive,28.0,,1.0696428571429,,,,,,3.0,,
1198,2015-05-28,2015-05-28,Campaign73,inactive,42.0,,1.1592857142857,,,,,,4.0,,1.0
1199,2015-05-27,2015-05-27,Campaign73,inactive,30.0,,1.6473333333333,,,,,,5.0,,
1200,2015-05-26,2015-05-26,Campaign73,inactive,11.0,,0.8281818181818199,,,,,,,,2.0
1201,2015-05-25,2015-05-25,Campaign73,inactive,11.0,,1.6827272727273,,,,,,1.0,,
1202,2015-05-24,2015-05-24,Campaign73,inactive,37.0,,1.4081081081081,,,,,,,,
1203,2015-05-23,2015-05-23,Campaign73,inactive,29.0,,1.798275862069,,,,,,2.0,,
1204,2015-05-22,2015-05-22,Campaign73,inactive,28.0,,1.9496428571428999,,,,,,3.0,,
1205,2015-05-21,2015-05-21,Campaign73,inactive,17.0,,1.5141176470588003,,,,,,4.0,1.0,
1206,2015-05-20,2015-05-20,Campaign73,inactive,27.0,,1.0066666666667,,,,,,3.0,,2.0
1207,2015-05-19,2015-05-19,Campaign73,inactive,34.0,,1.1429411764706001,,,,,,7.0,,1.0
1208,2015-05-18,2015-05-18,Campaign73,inactive,39.0,,1.1564102564103,,,,,,9.0,,2.0
1209,2015-05-17,2015-05-17,Campaign73,inactive,39.0,,1.0994871794871999,,,,,,1.0,1.0,
1210,2015-05-16,2015-05-16,Campaign73,inactive,38.0,,1.2597368421053,,,,,,6.0,,
1211,2015-05-15,2015-05-15,Campaign73,inactive,27.0,,1.4514814814815,,,,,,3.0,,
1212,2015-05-14,2015-05-14,Campaign73,inactive,43.0,,1.1488372093023,,,,,,6.0,,
1213,2015-05-13,2015-05-13,Campaign73,inactive,31.0,,1.4364516129032001,,,,,,,,
1214,2015-05-12,2015-05-12,Campaign73,inactive,25.0,,1.3116,,,,,,4.0,,
1215,2015-05-11,2015-05-11,Campaign73,inactive,45.0,,1.0113333333333,,,,,,1.0,,
1216,2015-05-10,2015-05-10,Campaign73,inactive,41.0,,1.2451219512195,,,,,,5.0,,
1217,2015-05-09,2015-05-09,Campaign73,inactive,47.0,,0.9217021276595699,,,,,,3.0,,
1218,2015-05-08,2015-05-08,Campaign73,inactive,28.0,,1.1671428571429,,,,,,3.0,1.0,
1219,2015-05-07,2015-05-07,Campaign73,inactive,23.0,,1.1152173913043,,,,,,1.0,,
1220,2015-05-06,2015-05-06,Campaign73,inactive,25.0,,1.1552,,,,,,1.0,,
1221,2015-04-30,2015-04-30,Campaign73,inactive,14.0,,1.3185714285713999,,,,,,5.0,,
1222,2015-04-30,2015-04-30,Campaign72,inactive,6.0,,1.4166666666667,,,,,,1.0,,
1223,2015-04-29,2015-04-29,Campaign73,inactive,22.0,,1.5536363636364,,,,,,,,
1224,2015-04-29,2015-04-29,Campaign72,inactive,7.0,,1.4157142857143,,,,,,,,
1225,2015-04-28,2015-04-28,Campaign73,inactive,21.0,,1.4733333333333,,,,,,1.0,,
1226,2015-04-28,2015-04-28,Campaign72,inactive,11.0,,1.1109090909091,,,,,,4.0,,
1227,2015-04-27,2015-04-27,Campaign72,inactive,12.0,,1.7208333333333001,,,,,,4.0,,
1228,2015-04-27,2015-04-27,Campaign73,inactive,21.0,,1.4047619047619,,,,,,,,
1229,2015-04-26,2015-04-26,Campaign72,inactive,19.0,,1.4668421052632,,,,,,4.0,,
1230,2015-04-26,2015-04-26,Campaign73,inactive,43.0,,0.87046511627907,,,,,,3.0,,
1231,2015-04-25,2015-04-25,Campaign72,inactive,13.0,,1.2723076923077,,,,,,1.0,,
1232,2015-04-25,2015-04-25,Campaign73,inactive,38.0,,1.1426315789473998,,,,,,2.0,,
1233,2015-04-24,2015-04-24,Campaign72,inactive,5.0,,1.8,,,,,,2.0,,
1234,2015-04-24,2015-04-24,Campaign73,inactive,21.0,,1.347619047619,,,,,,3.0,,
1235,2015-04-23,2015-04-23,Campaign73,inactive,34.0,,0.95029411764706,,,,,,1.0,,
1236,2015-04-23,2015-04-23,Campaign72,inactive,11.0,,1.88,,,,,,,,
1237,2015-04-22,2015-04-22,Campaign72,inactive,9.0,,1.1111111111111,,,,,,1.0,,
1238,2015-04-22,2015-04-22,Campaign73,inactive,27.0,,1.1607407407407,,,,,,3.0,,
1239,2015-04-21,2015-04-21,Campaign73,inactive,24.0,,1.2445833333333,,,,,,8.0,,
1240,2015-04-21,2015-04-21,Campaign72,inactive,7.0,,1.6328571428571002,,,,,,1.0,,
1241,2015-04-20,2015-04-20,Campaign73,inactive,32.0,,1.23375,,,,,,3.0,,
1242,2015-04-20,2015-04-20,Campaign72,inactive,2.0,,2.595,,,,,,,,
1243,2015-04-19,2015-04-19,Campaign73,inactive,39.0,,1.1997435897436,,,,,,5.0,,
1244,2015-04-19,2015-04-19,Campaign72,inactive,7.0,,1.7328571428571,,,,,,,,
1245,2015-04-18,2015-04-18,Campaign72,inactive,3.0,,2.2933333333332997,,,,,,,,
1246,2015-04-18,2015-04-18,Campaign73,inactive,41.0,,1.169512195122,,,,,,3.0,1.0,
1247,2015-04-17,2015-04-17,Campaign73,inactive,30.0,,1.3496666666666999,,,,,,2.0,,
1248,2015-04-17,2015-04-17,Campaign72,inactive,1.0,,2.43,,,,,,,,
1249,2015-04-16,2015-04-16,Campaign73,inactive,32.0,,1.1475,,,,,,2.0,,
1250,2015-04-16,2015-04-16,Campaign72,inactive,3.0,,1.8566666666667,,,,,,,,
1251,2015-04-15,2015-04-15,Campaign72,inactive,1.0,,1.5,,,,,,,,
1252,2015-04-15,2015-04-15,Campaign73,inactive,25.0,,1.1952,,,,,,3.0,,
1253,2015-04-14,2015-04-14,Campaign72,inactive,1.0,,1.5,,,,,,,,
1254,2015-04-14,2015-04-14,Campaign73,inactive,24.0,,1.3491666666667,,,,,,1.0,,1.0
1255,2015-04-13,2015-04-13,Campaign72,inactive,2.0,,2.165,,,,,,,,
1256,2015-04-13,2015-04-13,Campaign73,inactive,35.0,,1.2888571428571,,,,,,,,
1257,2015-04-12,2015-04-12,Campaign72,inactive,1.0,,2.37,,,,,,,,
1258,2015-04-12,2015-04-12,Campaign73,inactive,56.0,,0.96053571428571,,,,,,7.0,,2.0
1259,2015-04-11,2015-04-11,Campaign72,inactive,1.0,,2.54,,,,,,,,
1260,2015-04-11,2015-04-11,Campaign73,inactive,45.0,,1.1395555555556,,,,,,2.0,,1.0
1261,2015-04-10,2015-04-10,Campaign72,inactive,1.0,,2.24,,,,,,,,
1262,2015-04-10,2015-04-10,Campaign73,inactive,33.0,,0.8709090909090899,,,,,,6.0,,
1263,2015-04-09,2015-04-09,Campaign72,inactive,2.0,,2.315,,,,,,,,
1264,2015-04-09,2015-04-09,Campaign73,inactive,28.0,,0.85392857142857,,,,,,1.0,,
1265,2015-04-08,2015-04-08,Campaign72,inactive,5.0,,1.3840000000000001,,,,,,,,
1266,2015-04-08,2015-04-08,Campaign73,inactive,44.0,,1.115,,,,,,2.0,,
1267,2015-04-07,2015-04-07,Campaign72,inactive,,,,,,,,,,,
1268,2015-04-07,2015-04-07,Campaign73,inactive,54.0,,1.3025925925926,,,,,,3.0,,
1269,2015-04-06,2015-04-06,Campaign72,inactive,2.0,,1.955,,,,,,,,
1270,2015-04-06,2015-04-06,Campaign73,inactive,85.0,,1.4555294117646997,,,,,,7.0,,2.0
1271,2015-04-05,2015-04-05,Campaign72,inactive,,,,,,,,,,,
1272,2015-04-05,2015-04-05,Campaign73,inactive,63.0,,1.6552380952381,,,,,,8.0,,
1273,2015-04-04,2015-04-04,Campaign72,inactive,2.0,,2.36,,,,,,1.0,,
1274,2015-04-04,2015-04-04,Campaign73,inactive,71.0,,1.4274647887324,,,,,,18.0,,1.0
1275,2015-04-03,2015-04-03,Campaign72,inactive,2.0,,0.0,,,,,,,,
1276,2015-04-03,2015-04-03,Campaign73,inactive,59.0,,1.3762711864407,,,,,,3.0,1.0,
1277,2015-04-02,2015-04-02,Campaign73,inactive,57.0,,1.400350877193,,,,,,2.0,,2.0
1278,2015-04-02,2015-04-02,Campaign72,inactive,,,,,,,,,,,
1279,2015-04-01,2015-04-01,Campaign73,inactive,57.0,,1.3870175438596002,,,,,,4.0,,
1280,2015-04-01,2015-04-01,Campaign74,inactive,,,,,,,,,2.0,,
1281,2015-04-01,2015-04-01,Campaign72,inactive,2.0,,2.46,,,,,,,,
1282,2015-03-31,2015-03-31,Campaign73,inactive,77.0,,1.5692207792208002,,,,,,3.0,,
1283,2015-03-31,2015-03-31,Campaign74,inactive,,,,,,,,,,,
1284,2015-03-31,2015-03-31,Campaign72,inactive,5.0,,0.93,,,,,,1.0,,
1285,2015-03-30,2015-03-30,Campaign73,inactive,55.0,,1.7292727272727,,,,,,4.0,,1.0
1286,2015-03-30,2015-03-30,Campaign74,inactive,,,,,,,,,,,
1287,2015-03-30,2015-03-30,Campaign72,inactive,3.0,,1.5566666666667,,,,,,,,
1288,2015-03-29,2015-03-29,Campaign74,inactive,,,,,,,,,,,
1289,2015-03-29,2015-03-29,Campaign73,inactive,64.0,,2.0078125,,,,,,4.0,,
1290,2015-03-29,2015-03-29,Campaign72,inactive,3.0,,2.5,,,,,,1.0,,
1291,2015-03-28,2015-03-28,Campaign72,inactive,1.0,,2.52,,,,,,,,
1292,2015-03-28,2015-03-28,Campaign73,inactive,38.0,,1.9584210526316002,,,,,,1.0,,1.0
1293,2015-03-28,2015-03-28,Campaign74,inactive,,,,,,,,,,,
1294,2015-03-27,2015-03-27,Campaign72,inactive,1.0,,2.62,,,,,,,,
1295,2015-03-27,2015-03-27,Campaign74,inactive,,,,,,,,,2.0,,
1296,2015-03-27,2015-03-27,Campaign73,inactive,22.0,,1.8677272727273,,,,,,3.0,,
1297,2015-03-26,2015-03-26,Campaign72,inactive,5.0,,1.824,,,,,,,,
1298,2015-03-26,2015-03-26,Campaign73,inactive,20.0,,1.7405,,,,,,,,
